name,age,overall,potential,diff,hh
Jonathan Lewis,24,66,71,5,young
Harun Alpsoy,24,64,69,5,young
Dominik Baumgartner,24,69,73,4,young
Jordan Leborgne,25,65,67,2,young
Diego Jara Rodrigues,25,67,68,1,young
Fraser Horsfall,24,64,66,2,young
Iván Martínez Gonzálvez,22,68,77,9,young
Andreas Athanasakopoulos,19,62,76,14,young
Diogo de Oliveira Barbosa,24,65,70,5,young
Erik Jirka,23,67,73,6,young
Jack de Vries,19,58,72,14,young
Jakub Kałuziński,18,59,75,16,young
Alfonso Trezza,22,65,71,6,young
Ben Garrity,24,64,65,1,young
Cameron Dunbar,18,57,74,17,young
Pablo Pérez Rico,19,61,74,13,young
Agustin Oliveros,22,68,77,9,young
Erik Sorga,21,59,70,11,young
William Pacho,19,61,76,15,young
Jan Schöppner,22,69,77,8,young
Robson Alves de Barros,23,69,76,7,young
Tavio Kouakou D'Almeida,20,56,67,11,young
Alexander Aravena,18,63,75,12,young
Dillon Hoogewerf,18,60,78,18,young
Nicolas Bruneel,24,64,69,5,young
Damjan Pavlovic,19,63,71,8,young
Jorès Rahou,18,57,69,12,young
Alexander Höck,19,57,68,11,young
Nikola Čumić,22,67,76,9,young
Isaac Asante,18,56,70,14,young
Nikell Touglo,19,57,69,12,young
Eliel Peretz,24,67,71,4,young
Bobby Thomas,20,61,74,13,young
Max Thompson,19,60,69,9,young
Szymon Włodarczyk,18,56,76,20,young
Amaury García,19,60,75,15,young
Jaume Albert Cuéllar Mendoza,19,65,78,13,young
Arkadiusz Pyrka,18,63,75,12,young
Luqman Hakim,19,57,71,14,young
Marco Mannhardt,18,53,70,17,young
Tim Walbrecht,19,59,71,12,young
Tomás Pozzo,20,66,73,7,young
Jefferson Cáceres,18,62,76,14,young
Nikita Iosifov,20,63,77,14,young
Lucas Da Silva de Jesus,23,69,74,5,young
Brahima Diarra,17,58,75,17,young
Augustin Drakpe,19,59,74,15,young
Lautaro Giaccone,20,61,76,15,young
Vontae Daley-Campbell,20,60,72,12,young
Omar Sijarić,19,64,73,9,young
Ethan Bristow,19,60,70,10,young
Konrad Gruszkowski,20,63,75,12,young
Erik Ring,19,64,76,12,young
José Manuel Fontán Mondragón,21,68,78,10,young
Issa Fomba,20,63,76,13,young
Filip Ristanic,17,56,75,19,young
Dan Hawkins,20,54,67,13,young
Vassilis Sourlis,18,66,79,13,young
Ylan Gomes,18,60,74,14,young
Zito André Sebastião Luvumbo,19,65,75,10,young
Jhoanner Chávez,19,63,74,11,young
Matěj Polidar,21,70,75,5,young
André Filipe Eusébio Paulo,24,65,71,6,young
Jores Okore,28,70,71,1,young
Iñigo Ruiz de Galarreta,27,73,74,1,young
Okay Yokuşlu,27,75,76,1,young
Kristoffer Olsson,26,74,76,2,young
Jeremy Dudziak,25,72,75,3,young
Andreas Linde,27,73,76,3,young
Joshua Emmanuel,23,67,73,6,young
Mathieu Cafaro,24,72,75,3,young
Waldo Rubio Martin,25,70,71,1,young
Janni Serra,23,71,76,5,young
Glenn Middleton,21,64,71,7,young
Milton Valenzuela,22,68,75,7,young
Miha Zajc,27,74,75,1,young
Carel Eiting,23,71,78,7,young
Jayson Molumby,21,67,76,9,young
Kelvin Arase,22,69,76,7,young
Anastasios Chatzigiovanis,24,72,78,6,young
Andreas Poulsen,21,65,74,9,young
Samuel Kalu,23,73,77,4,young
Eric Curbelo de la Fe,27,72,73,1,young
Christian Luyindama,27,74,76,2,young
Tom Edwards,22,70,77,7,young
Michael Akoto,24,67,72,5,young
Dennis Eckert Ayensa,24,68,73,5,young
Victor Jensen,21,66,76,10,young
Bruno André Cavaco Jordão,22,62,71,9,young
Jan Niklas Beste,22,66,75,9,young
Birk Risa,23,64,70,6,young
Sébastien Cibois,23,66,72,6,young
Mohammed Dauda,23,71,76,5,young
Déiber Caicedo,21,70,77,7,young
Edward Chilufya,21,67,78,11,young
Allan Gonçalves Sousa,24,68,71,3,young
Alaa Bakir,20,62,75,13,young
Aaron Opoku,22,67,76,9,young
Amer Gojak,24,68,71,3,young
Filip Benković,23,71,76,5,young
Jules Keita,22,65,69,4,young
Dong Kyung Lee,23,70,75,5,young
Jordi Escobar Fernández,19,65,77,12,young
Noah Chilvers,20,63,73,10,young
Antonis Aidonis,20,61,71,10,young
Gerson Rodrigues Gouveia,26,72,73,1,young
Daiki Matsuoka,20,65,76,11,young
Santiago Moreno,21,68,80,12,young
Paulino de la Fuente Gómez,24,71,77,6,young
Marian Aioani,21,69,80,11,young
Vincent Müller,20,67,77,10,young
Kevin Ehlers,20,67,78,11,young
Ben Cottrell,19,59,73,14,young
Santiago Ramos Mingo,19,62,76,14,young
Benjamín Rollheiser,21,69,76,7,young
Lucas González,21,70,78,8,young
Nicholas Gioacchini,20,67,77,10,young
Pablo Gozálbez Gilabert,20,66,79,13,young
Simon Stehle,19,59,74,15,young
Yannik Keitel,21,69,76,7,young
Jesper Daland,21,68,80,12,young
Jeriel Dorsett,19,62,75,13,young
Tim Lemperle,19,65,79,14,young
Albert Grønbæk,20,67,78,11,young
Nathaniel Chalobah,26,73,75,2,young
Danilo Cataldi,26,76,77,1,young
Wesley Hoedt,27,76,77,1,young
Pablo Marí Villar,27,75,76,1,young
Daley Sinkgraven,25,74,75,1,young
Marvin Friedrich,25,78,80,2,young
Sheraldo Becker,26,73,74,1,young
Wesley Moraes Ferreira da Silva,24,75,79,4,young
Iké Ugbo,22,72,78,6,young
Joel Latibeaudiere,21,65,74,9,young
Santiago Comesaña Veiga,24,74,80,6,young
Antoine Leautey,25,69,70,1,young
Francis de Vries,26,63,64,1,young
Pietro Pellegri,20,68,75,7,young
Brenner Souza da Silva,21,70,79,9,young
Luis Milla Manzanares,26,78,81,3,young
Cole Bassett,19,70,80,10,young
Jamie Bowden,19,63,77,14,young
Florian Flick,21,68,78,10,young
Fabian Greilinger,20,64,79,15,young
Iván Franco,21,71,80,9,young
Yerson Mosquera,20,64,79,15,young
Warren Bondo,17,63,80,17,young
Jon Aramburu,18,65,80,15,young
Lion Semić,17,61,79,18,young
Kyle Duncan,23,71,77,6,young
Jorge Cuenca Barreno,21,71,82,11,young
Matteo Pessina,24,77,80,3,young
Martín Ojeda,22,75,81,6,young
Marcelo Saracchi,23,74,79,5,young
Jordan Beyer,21,74,79,5,young
Kjell Scherpen,21,68,79,11,young
Joshua Cavallo,21,60,66,6,young
Matías Palacios,19,67,83,16,young
Jon Moncayola Tollar,23,75,82,7,young
Jack Rudoni,20,65,79,14,young
Killian Sardella,19,66,78,12,young
Samuel Almeida Costa,20,70,81,11,young
Santiago Naveda,20,69,80,11,young
Christopher Lannert,23,65,71,6,young
Ali Akman,19,66,79,13,young
Kaine Kesler Hayden,18,64,77,13,young
Alejandro Cantero Sánchez,21,70,80,10,young
Marius Müller,27,73,76,3,young
Roman Zobnin,27,76,77,1,young
Fábio Rafael Rodrigues Cardoso,27,75,77,2,young
Enzo Crivelli,26,71,72,1,young
Fabián Noguera,28,73,74,1,young
Jonas Omlin,27,78,80,2,young
İrfan Can Kahveci,25,77,80,3,young
Dickson Abiama,22,68,76,8,young
Matheo Raab,22,67,76,9,young
Nicolás Fernández Mercau,21,70,79,9,young
Rémy Vita,20,63,75,12,young
Thelo Aasgaard,19,62,73,11,young
Alexis Duarte,21,70,80,10,young
Mamady Diambou,18,63,78,15,young
Reda Khadra,19,69,78,9,young
Simon Adingra,19,63,75,12,young
Myrto Uzuni,26,75,76,1,young
Blendi Idrizi,23,67,74,7,young
Bradley Locko,19,66,77,11,young
Declan John,26,66,68,2,young
Alejandro José Muñoz Miguel,26,71,72,1,young
Casper Højer,26,73,74,1,young
Jonas Meffert,26,72,73,1,young
Brayan Cortés,26,72,74,2,young
Jake Cooper,26,73,74,1,young
Stian Rode Gregersen,26,72,75,3,young
Sandro Ramírez Castillo,25,72,75,3,young
Cristian Arango,26,74,75,1,young
Dominic Iorfa,26,68,70,2,young
Jeremías Conan Ledesma,28,78,80,2,young
Nils Körber,24,68,73,5,young
José Mauri,25,68,73,5,young
Sam Adekugbe,26,70,71,1,young
Paweł Bochniewicz,25,68,70,2,young
Antonio Barreca,26,71,72,1,young
Edgar Babayan,25,66,67,1,young
Mickaël Malsa,25,74,77,3,young
Anthony Mandrea,24,67,73,6,young
Liam Kelly,25,65,67,2,young
Omar Govea,25,70,73,3,young
Jonathan Lindseth,25,67,68,1,young
Grant Ward,26,65,66,1,young
Federico Bonazzoli,24,70,77,7,young
Sebastian Ernst,26,70,71,1,young
Darnell Furlong,25,72,75,3,young
Alex Palmer,24,66,71,5,young
Karim Hafez,25,70,73,3,young
Defu Song,22,48,53,5,young
Diego Soto,19,60,69,9,young
Dejan Galjen,19,57,70,13,young
Alvaro Quezada,22,54,62,8,young
Lamine Cissé,18,62,74,12,young
Ruben Kluivert,20,60,73,13,young
Jimmy Kaparos,19,60,72,12,young
Louis Britton,20,58,70,12,young
Nicolás Garayalde,21,66,76,10,young
Freddie Draper,16,56,73,17,young
Donell Thomas,17,55,65,10,young
Reed Baker-Whiting,16,50,71,21,young
Tika de Jonge,18,57,72,15,young
Tomás Galván,21,66,76,10,young
Bartosz Zynek,19,56,66,10,young
Michael Wyparło,17,52,69,17,young
Marcos Gómez,19,61,78,17,young
Nahuel Noll,18,55,72,17,young
Rhys Byrne,18,51,66,15,young
Antony Papadopoulos,18,52,63,11,young
Johan Rotsen,24,56,61,5,young
Higor Matheus Meritão,27,65,66,1,young
Ivan Saravanja,24,63,66,3,young
Daniel Alexis Leite Figueira,22,69,77,8,young
Antonio Sefer,21,64,74,10,young
Iker Bilbao Mendiguren,25,64,67,3,young
Unai Marino Alkorta,21,64,76,12,young
Unai Veiga González,22,64,73,9,young
Luke McCowan,23,64,69,5,young
Sofus Berger,18,57,70,13,young
Mansour Al Shammari,20,59,71,12,young
Ben Hockenhull,19,56,68,12,young
Tristan Crama,19,57,71,14,young
Lukas Pinckert,21,63,69,6,young
Moritz Seiffert,20,60,67,7,young
Job Schuurman,22,58,67,9,young
Guus Gertsen,18,59,74,15,young
Fatih Yılmaz,19,57,70,13,young
Cebrail Makreckis,21,61,67,6,young
Mikołaj Biegański,19,62,73,11,young
Guillaume Furrer,20,61,70,9,young
Michal Hubínek,26,62,64,2,young
Szilárd Vereș,25,62,64,2,young
Tidiane Malbec,19,59,70,11,young
Mamadou Jobe,18,52,64,12,young
Atanas Trică-Balaci,16,55,75,20,young
Iulian Ștefan,20,55,66,11,young
Mamadou Camara,20,61,70,9,young
Julian Niehues,20,59,67,8,young
Stephen Black,19,48,62,14,young
Yusei Ozaki,17,57,70,13,young
Julius Langfeld,26,60,61,1,young
Hugo Barbet,20,57,68,11,young
Jean N'Guessan,18,59,69,10,young
Guillermo Acín Labrador,20,60,69,9,young
Bruno Pachito,16,57,70,13,young
Harvey Giles,16,52,62,10,young
Joaquín Pombo,20,61,71,10,young
Iker Moreno,17,59,72,13,young
Sam Waller,17,48,59,11,young
Joe McGlynn,18,51,62,11,young
Fidel Castillo Alarcón,22,63,73,10,young
Luca Wollschläger,18,59,73,14,young
Berat Yaman,18,58,68,10,young
Bryant Ortega,18,58,70,12,young
Dilxat Ablimit,21,49,54,5,young
Haoyang Bi,19,47,57,10,young
Hongwei Sun,19,50,58,8,young
Huajun Zhang,18,49,61,12,young
Alen Halilović,25,69,72,3,young
Munir El Haddadi,25,79,80,1,young
Sergi Canós Tenés,24,72,75,3,young
Jonathan Bamba,25,77,78,1,young
Nadiem Amiri,24,76,80,4,young
David García Zubiria,27,79,81,2,young
Callum O'Hare,23,73,80,7,young
Petar Musa,23,73,80,7,young
Amos Pieper,23,75,79,4,young
Daniel Bachmann,26,72,73,1,young
Adam Armstrong,24,75,80,5,young
Alejandro Remiro Gargallo,26,81,85,4,young
Abdülkadir Ömür,22,75,82,7,young
Ben Woodburn,21,67,77,10,young
Óscar Melendo Jiménez,23,78,82,4,young
Zian Flemming,22,73,79,6,young
Yunus Akgün,20,69,76,7,young
Matt O'Riley,20,69,78,9,young
Michael Obafemi,20,69,77,8,young
Melvin Bard,20,75,82,7,young
Žiga Laci,18,68,81,13,young
Giorgos Koutsias,17,64,81,17,young
Brooke Norton-Cuffy,17,63,76,13,young
Leander Dendoncker,26,77,78,1,young
Valentin Rongier,26,78,79,1,young
Orbelín Pineda,25,77,78,1,young
Alex Meret,24,78,81,3,young
Josh Cullen,25,75,78,3,young
Yan Valery,22,71,79,8,young
Sean Longstaff,23,73,79,6,young
Keidi Bare,23,78,83,5,young
Marcus Tavernier,22,72,80,8,young
Nedim Bajrami,22,73,82,9,young
Ákos Kecskés,25,66,69,3,young
Unai Núñez Gestoso,24,79,83,4,young
Dominik Livaković,26,80,83,3,young
Sebastiaan Bornauw,22,75,81,6,young
Bastián Yáñez,20,71,82,11,young
Mateusz Bogusz,19,66,82,16,young
Lee Buchanan,20,68,78,10,young
Cody Drameh,19,67,80,13,young
Maduka Okoye,21,72,82,10,young
Mohamed Sankoh,17,62,81,19,young
Léo Leroy,21,67,75,8,young
Aaron Rowe,20,62,74,12,young
Adrian Rus,25,67,72,5,young
Bradley de Nooijer,23,69,74,5,young
Radu Boboc,22,68,76,8,young
Andrei Artean,27,67,68,1,young
Andrei Ciobanu,23,68,75,7,young
Todd Miller,18,52,73,21,young
Isaac Atanga,21,65,73,8,young
Daniel Hanslik,24,66,68,2,young
Samir Chergui,22,64,73,9,young
James Furlong,19,56,75,19,young
Cheikh Niasse,21,68,78,10,young
Gassan Ahadme,20,62,70,8,young
Jannes Van Hecke,19,64,78,14,young
Kevin Berkoe,19,53,63,10,young
Simon Straudi,22,62,70,8,young
Nicolò Armini,19,65,80,15,young
Nesta Guinness-Walker,21,62,69,7,young
Dilane Bakwa,18,64,76,12,young
Thibo Somers,22,68,75,7,young
Julian Albrecht,19,57,71,14,young
Benedikt Pichler,23,69,73,4,young
Ross Tierney,20,60,72,12,young
Lennerd Daneels,23,65,70,5,young
Francisco Sampaio Moura,21,68,79,11,young
Michał Skóraś,21,66,77,11,young
Salvatore Elia,22,67,76,9,young
Zinédine Ould Khaled,21,64,73,9,young
Ahmad Toure Ngouyamsa,20,64,73,9,young
Saúl Crespo Prieto,24,66,73,7,young
Pierre Cornud,24,67,72,5,young
Kyu hyun Park,20,59,71,12,young
Al Hassan Toure,21,60,71,11,young
Darian Males,20,63,78,15,young
Paul Omo Mukairu,21,69,78,9,young
Yalçın Kayan,22,68,75,7,young
Isak Jansson,19,63,75,12,young
Facundo Pérez,21,70,76,6,young
Felipe Hernandez,23,62,70,8,young
Janner Corozo,25,71,72,1,young
Aune Selland Heggebø,19,61,76,15,young
Charalambos Makridis,24,65,69,4,young
Cristo Romero Gómez,21,67,77,10,young
Miguel Ángel Leal Díaz,24,64,69,5,young
Nando Pijnaker,22,64,74,10,young
Alec Deneumostier,22,65,74,9,young
Alexander Alvarado,22,69,77,8,young
Damian Rivera,18,62,77,15,young
Matías Esquivel,22,68,76,8,young
José Sánchez Martínez,21,64,77,13,young
Du Jae Won,23,70,74,4,young
Sam Perry,19,60,71,11,young
Levi Andoh,21,56,61,5,young
Christian Saydee,19,61,73,12,young
Hyun Muk Kang,20,60,74,14,young
Declan Rice,22,83,88,5,young
Marcus Rashford,23,82,86,4,young
Dane Scarlett,17,64,86,22,young
Pedro Antonio Porro Sauceda,21,80,87,7,young
Maxwel Cornet,24,78,81,3,young
Renato Júnior Luz Sanches,23,80,86,6,young
Gianluca Mancini,25,80,83,3,young
Theo Hernández,23,84,89,5,young
Jeremie Frimpong,20,78,85,7,young
Giacomo Raspadori,21,76,85,9,young
Rayan Aït Nouri,20,76,86,10,young
Nicholas Williams Arthuer,18,71,86,15,young
Santiago Simón,19,74,85,11,young
Cody Gakpo,22,81,86,5,young
Nuno Alexandre Tavares Mendes,19,80,88,8,young
Dominik Szoboszlai,20,79,87,8,young
Giovanni Reyna,18,77,87,10,young
Jerdy Schouten,24,74,77,3,young
Sergiño Dest,20,77,84,7,young
Federico Valverde,22,83,89,6,young
Devyne Rensch,18,73,84,11,young
Trent Alexander-Arnold,22,87,90,3,young
Jadon Sancho,21,85,89,4,young
Gabriel Teodoro Martinelli Silva,20,78,88,10,young
Ibrahima Konaté,22,80,88,8,young
Pedro António Pereira Gonçalves,23,81,88,7,young
Gianluca Busio,19,71,85,14,young
Nicolò Rovella,19,72,87,15,young
Kai Havertz,22,84,91,7,young
Reece James,21,83,87,4,young
Orkun Kökçü,20,78,85,7,young
Luka Romero,16,66,86,20,young
Nicolás González Iglesias,19,75,85,10,young
Hugo Ekitike,19,72,82,10,young
Yeremi Jesús Santos Pino,18,76,87,11,young
Mike Maignan,25,85,90,5,young
Alejandro Balde Martínez,17,68,83,15,young
Kalvin Phillips,25,81,85,4,young
Richarlison de Andrade,24,81,86,5,young
Curtis Jones,20,75,86,11,young
Evan Ndicka,21,80,85,5,young
Jack Grealish,25,84,85,1,young
Conor Gallagher,21,78,85,7,young
Cole Palmer,19,67,85,18,young
Salih Özcan,23,77,81,4,young
Matthijs de Ligt,21,85,89,4,young
Michael Olise,19,76,86,10,young
Diogo Meireles Costa,21,77,86,9,young
Konrad Laimer,24,82,84,2,young
Douglas Luiz Soares de Paulo,23,77,84,7,young
Noah Shamoun,18,60,74,14,young
Juan Castilla,16,52,72,20,young
Daniel Rios,18,54,73,19,young
Metehan Altunbaş,18,58,74,16,young
Jack McGlynn,17,60,74,14,young
Brandan Craig,17,55,72,17,young
Alex Kirk,18,58,71,13,young
Elias Kratzer,21,56,66,10,young
Ian Fray,18,56,73,17,young
Benjamin Mensah,18,50,66,16,young
Ian Smeulers,21,60,68,8,young
Miłosz Matysik,17,59,74,15,young
Hayato Tanaka,17,59,74,15,young
César García Menéndez,21,64,75,11,young
Han Beom Lee,19,58,74,16,young
Ramón Martínez,25,67,70,3,young
Daniel Štefulj,21,65,73,8,young
Daniel Pereira,20,63,73,10,young
Matías Ramírez,22,68,77,9,young
Matt Hatch,20,55,64,9,young
Kleber Pinargote,18,60,79,19,young
Harry Vaughan,17,57,71,14,young
Jon Bell,23,63,69,6,young
Dragoș Iancu,18,54,69,15,young
Beni Redžić,18,50,70,20,young
Julian Eseiza,19,60,71,11,young
Machop Chol,22,57,64,7,young
Mamady Bangré,20,58,74,16,young
Kuku Fidelis,22,60,67,7,young
Robbie Mahon,18,50,62,12,young
Alexios Kalogeropoulos,16,62,78,16,young
Brooklyn Ezeh,20,61,73,12,young
Alexandro Calut,18,61,74,13,young
Mahamadou Doucouré,21,63,73,10,young
Hermann Tebily,19,58,74,16,young
Mohammed Abbas,18,58,75,17,young
Ragnar Oratmangoen,23,68,74,6,young
Guilherme Araújo Soares,20,61,70,9,young
Rubén González Alves,26,66,69,3,young
Diego Gutiérrez Chinea,20,62,74,12,young
Coby Rowe,25,57,61,4,young
Francisco Ribeiro Tomé,25,71,72,1,young
Vlad Pop,20,57,71,14,young
Ștefan Pănoiu,18,58,71,13,young
Ryan Austin,18,54,69,15,young
Max Cleworth,18,54,67,13,young
Syver Aas,17,56,76,20,young
Niclas Holm Pedersen,19,53,67,14,young
Ivan Dolček,21,65,76,11,young
Vladislav Cherny,18,58,76,18,young
Connor Taylor,19,63,74,11,young
Luke Rudden,19,49,62,13,young
Abraham Okyere,18,56,70,14,young
Nikola Vasilj,25,70,74,4,young
Archie Brown,19,54,69,15,young
Clément Lenglet,26,80,83,3,young
Tomáš Souček,26,82,84,2,young
Márton Dárdai,19,71,83,12,young
Ianis Hagi,22,74,80,6,young
Mauro Arambarri,25,80,85,5,young
Brandon Williams,20,74,79,5,young
Ki-Jana Hoever,19,66,79,13,young
Breel Embolo,24,77,80,3,young
Ainsley Maitland-Niles,23,76,78,2,young
Emmanuel Dennis,23,76,80,4,young
Mykola Shaparenko,22,77,85,8,young
Leonardo Fernández,22,75,83,8,young
Kasper Dolberg,23,77,81,4,young
James Justin,23,77,80,3,young
Eduard Atuesta,24,75,82,7,young
Linton Maina,22,69,77,8,young
Luke Shaw,25,82,84,2,young
Sam Johnstone,28,75,77,2,young
Diego Lainez,21,74,83,9,young
Luis Javier Suárez,23,76,83,7,young
Jarrad Branthwaite,19,67,83,16,young
Oscar Dorley,22,75,81,6,young
Marc-André ter Stegen,29,88,89,1,young
Olivier Boscagli,23,77,82,5,young
Axel Tuanzebe,23,74,78,4,young
Morgan Gibbs-White,21,74,82,8,young
Nicolás Domínguez,23,76,84,8,young
Adrien Truffert,19,74,83,9,young
Pablo Maffeo Becerra,23,75,82,7,young
Kyle Walker-Peters,24,77,82,5,young
Manuel Akanji,25,82,84,2,young
Jonathan Ikoné,23,78,82,4,young
Édouard Mendy,29,86,87,1,young
Javier Puado Díaz,23,78,84,6,young
Gastón Ávila,19,69,82,13,young
Wahid Faghir,17,64,84,20,young
Adrien Rabiot,26,81,82,1,young
Ethan Laird,19,70,82,12,young
Ricky-Jade Jones,18,62,79,17,young
Louie Barry,18,63,83,20,young
Leandro Paredes,27,80,81,1,young
Robin Koch,24,76,81,5,young
Jay Gorter,21,69,83,14,young
Leo Mikić,24,64,68,4,young
Ethan Hill,18,53,65,12,young
Maximilian Hippe,23,62,68,6,young
Sebastian Aigner,20,62,72,10,young
Belmin Jenciragic,21,61,70,9,young
Sascha Risch,21,58,66,8,young
Michał Kaput,23,65,68,3,young
Mateusz Grzybek,25,64,66,2,young
Kacper Śpiewak,21,62,69,7,young
Adam Radwański,23,63,66,3,young
Leon Klußmann,18,54,71,17,young
Mathieu Cachbach,20,61,71,10,young
Harvey Beckett,17,51,63,12,young
Hosine Bility,20,56,66,10,young
Miguel Villar Alonso,24,63,66,3,young
Ramón Juan Ramírez,21,62,68,6,young
Neil El Aynaoui,19,60,73,13,young
Marco Schleef,22,60,66,6,young
Vico Meien,23,60,66,6,young
Abdoulaye Cissoko,21,60,68,8,young
Felix Strauss,20,63,74,11,young
Lewis Coulton,18,54,71,17,young
Felix Higl,24,63,68,5,young
Dominic Jefferies,19,59,73,14,young
Richard Rios,21,67,76,9,young
Jacob Holland-Wilkinson,18,53,67,14,young
Hayden Muller,19,58,74,16,young
Maximilian Pérez Hintermeier,17,50,68,18,young
Frederik Recktenwald,18,54,68,14,young
Luis Jakobi,19,58,70,12,young
Luis Görlich,21,61,69,8,young
Soufiane El-Faouzi,18,58,68,10,young
Arne Schulz,18,56,72,16,young
Luke Redfern,18,54,68,14,young
Roman Schabbing,19,55,67,12,young
Lucas Becker,19,54,66,12,young
Berk Balaban,21,57,65,8,young
David Sousa Albino,19,63,74,11,young
Mohammed Al Kunaydiri,20,57,70,13,young
Evan McLaughlin,19,55,72,17,young
Goodman Mosele,21,66,73,7,young
Oliver Strunz,21,61,71,10,young
Reinaldo Batista Caetano,22,59,65,6,young
Philipp Pomer,23,64,68,4,young
Konrad Faber,23,64,70,6,young
David Agbontohoma,19,53,64,11,young
Gianni De Nitti,18,52,68,16,young
Junior Mansoni,25,63,66,3,young
Markus Wallner,24,63,66,3,young
Denis Tomic,23,60,66,6,young
Kelvin Ehibhatiomhan,18,54,69,15,young
Claudio Osorio,18,55,73,18,young
Justin Salmon,22,58,65,7,young
Facundo Agüero,26,62,65,3,young
Marvin Martins,26,65,66,1,young
Dean Williams,21,57,64,7,young
Anton Skipper,21,61,69,8,young
Sarthak Golui,23,55,63,8,young
Stefan Haudum,26,66,69,3,young
Kalle Björklund,22,60,71,11,young
Adam Bergmark Wiberg,24,55,60,5,young
Yousef Al Harbi,24,58,63,5,young
Rikuto Hirose,25,67,69,2,young
Katsuya Iwatake,25,61,64,3,young
Naif Almas,21,57,69,12,young
Rakan Al Shamlan,22,59,68,9,young
Toichi Suzuki,21,64,70,6,young
Agustín Obando,21,65,78,13,young
Fredrik Sjølstad,27,61,63,2,young
Neil Farrugia,22,61,69,8,young
Sebastián Pereira,22,66,77,11,young
Jacob Widell Zetterström,22,63,72,9,young
Kadir Hodžić,26,64,65,1,young
Justin Haak,19,49,66,17,young
Jesper Löfgren,24,63,70,7,young
Tom Hendriks,19,55,71,16,young
Mohammed Bu Sanda,26,60,64,4,young
Amir Saipi,20,57,71,14,young
Callum Hulme,20,53,67,14,young
Sebastián Pedroza,22,62,74,12,young
Tomás Canteros,19,60,74,14,young
Kaisei Ishii,21,64,72,8,young
Luis Miranda,23,67,72,5,young
Steven Rodríguez,22,63,70,7,young
Luke Singh,20,57,70,13,young
Yuta Higuchi,24,66,70,4,young
Moritz Römling,20,62,72,10,young
Harrison Reed,26,75,77,2,young
Matt Grimes,25,74,76,2,young
Andrea Petagna,26,76,78,2,young
Miloš Veljković,25,73,76,3,young
Lucas Boyé,25,75,78,3,young
Ozan Tufan,26,75,76,1,young
Jack Hendry,26,73,76,3,young
Chris Willock,23,73,78,5,young
Elijah Adebayo,23,72,76,4,young
Adalberto Peñaranda,24,68,73,5,young
Fredrik Andre Bjørkan,22,73,79,6,young
Ragnar Ache,22,69,76,7,young
Brandon Thomas-Asante,22,63,69,6,young
Răzvan Marin,25,73,76,3,young
Aarón Martín Caricol,24,75,78,3,young
Pedro Díaz Fanjul,23,71,79,8,young
Mats Knoester,22,67,74,7,young
Marlon Fossey,22,65,72,7,young
Dani de Wit,23,74,79,5,young
Nico Mantl,21,69,77,8,young
Michael Cooper,21,68,77,9,young
Eddie Salcedo,19,68,79,11,young
Marcus Forss,22,68,76,8,young
Håkon Evjen,21,70,79,9,young
Harisson Marcelin,21,70,80,10,young
Finn Dahmen,23,70,78,8,young
Oliver Batista Meier,20,66,79,13,young
Batista Mendy,21,69,79,10,young
Alejandro Benítez Palomero,21,65,76,11,young
Ravil Tagir,18,65,78,13,young
Brian Oddei,18,64,81,17,young
Kazımcan Karataş,18,63,75,12,young
Alexander Prass,20,66,78,12,young
Tyler Onyango,18,60,80,20,young
Julen Agirrezabala,20,66,80,14,young
Bradley Barcola,18,63,78,15,young
Marc Pubill Pagès,18,67,78,11,young
Didier Pino,25,64,67,3,young
Braima Embaló Sambú,20,63,73,10,young
Juan Zarza,19,63,73,10,young
Kiyan Nassiri,20,51,60,9,young
Ravi Rana,18,47,62,15,young
Abhishek Suryavanshi,20,48,59,11,young
Jose María Pérez García,20,61,73,12,young
Serkan Izmirlioglu,22,61,69,8,young
Will Mountfield,17,50,67,17,young
Kai Evans,17,50,62,12,young
Muhamed Alghoul,25,61,64,3,young
Guilherme Silva Souza,20,63,71,8,young
Mihajlo Ivančević,22,62,72,10,young
Răzvan Sava,19,55,70,15,young
Hidetaka Maie,18,56,72,16,young
Isaac Fletcher,19,53,62,9,young
Arnold Eba,18,53,66,13,young
Saleh Al Harthi,25,56,57,1,young
Xavier Pons Foncillas,20,61,71,10,young
Jean-Pierre Tiéhi,19,57,74,17,young
Jake Morris,22,52,61,9,young
Hayden Sargis,19,53,63,10,young
Marius Elvius,19,60,72,12,young
Joider Micolta,18,59,71,12,young
Koki Toyoda,18,54,68,14,young
Martin Gambos,23,62,68,6,young
Frederik Ihler,18,58,75,17,young
Sebastián Medina,21,63,72,9,young
Emerson Velasquez,22,62,68,6,young
Nikodem Zielonka,16,51,67,16,young
Nelson Deossa,21,61,72,11,young
Jonas Nickisch,17,56,73,17,young
Diego Orellana Riffo,19,59,66,7,young
Facundo Bruera,22,65,72,7,young
Leonid Srdic,19,53,61,8,young
Franco Herrera,17,59,76,17,young
Adrián Quintela Moya,20,60,70,10,young
Juan Pedro Gil Bueno,20,60,70,10,young
Lucas Nahuel Morales,21,66,73,7,young
Tsiki Ntsabeleng,23,57,64,7,young
Élie N'Zeyi,23,54,59,5,young
Dario Kreiker,18,57,70,13,young
Jamir Berdecio,18,59,68,9,young
José Briceño,19,61,70,9,young
Anton Sorenson,18,53,67,14,young
Rodrigo Garro,23,66,73,7,young
Andreas Murbeck,23,59,68,9,young
Sebastián Figueredo,19,57,69,12,young
